,Title,Published_date,Views,Likes,Comments,Month
719,New BMW 4 Series & M440i - EXCLUSIVE ACCESS in-depth tour!,2020-06-02,1338199,26519,8154,Jun
464,Toyota Supra Mk4 TRD review - the best Supra EVER?!,2021-04-22,1338109,64877,4320,Apr
519,Toyota GR Yaris vs Litchfield GR Yaris: DRAG RACE *results of a £640 tune*,2021-02-17,1336428,41420,2807,Feb
556,VW Arteon Shooting Brake 2021 review - the most desirable Volkswagen!,2021-01-01,1336240,26206,2448,Jan
280,Hyundai IONIQ 5 v Kia EV6 review - which is best?!,2021-11-26,1335141,28405,2497,Nov
1114,VW T-Roc vs Audi Q2 review - which is best? | carwow,2018-09-11,1332943,9444,884,Sep
567,BMW 4 Series v Audi A5 v Mercedes C-Class review - which is best?,2020-12-18,1331131,32597,3920,Dec
704,New SEAT Leon 2020 review - better than a VW Golf?,2020-06-26,1327175,17691,2255,Jun
707,Stupid tuning modifications that actually make your car WORSE!,2020-06-23,1326248,47014,3439,Jun
665,Porsche Boxster Spyder review - see why it’s the most fun Porsche EVER!,2020-08-18,1323184,29745,1604,Aug
431,Mercedes-AMG E63 2021 review -  destroying tyres and kidnapping puppies!?!,2021-06-04,1319058,40165,2615,Jun
158,Ferrari 812 Superfast v McLaren 600LT: DRAG RACE,2022-04-02,1318325,54142,2849,Apr
916,Hyundai Santa Fe SUV 2020 in-depth review | carwow Reviews,2019-07-09,1318205,16488,1086,Jul
135,BMW iX v BMW X7 v AMG G63: TUG-OF-WAR,2022-04-28,1316980,41658,2424,Apr
1778,Honda CR-V SUV 2018 in-depth review | Mat Watson reviews,2016-08-07,1316039,6144,525,Aug
592,New Mercedes-Maybach S-Class: the most luxurious car in the world?,2020-11-19,1312397,38276,2793,Nov
479,Ford Kuga 2021 review - the best Ford yet?,2021-04-05,1312094,20083,1442,Apr
485,Audi Q5 2021 review - better than a BMW X3 & Mercedes GLC?,2021-03-28,1311076,23979,1569,Mar
114,BMW M240i v VW Golf R v Civic Type R: DRAG RACE,2022-05-25,1308835,43941,3171,May
721,The LEAST SAFE new cars to CRASH in!,2020-05-29,1307630,35715,2315,May
891,New Supra v MK4 v 2000 GT v GT86 v AE86 v Celica - the best Toyota sports cars!,2019-08-20,1304698,31784,3687,Aug
143,New BMW 7 Series: Includes an 8k CINEMA?!,2022-04-20,1304480,27856,5320,Apr
1877,Audi A6 Saloon 2011 - 2018 review | Mat Watson Reviews,2016-05-27,1299754,6917,444,May
445,AMG A45 v Tuned CLA 45: DRAG RACE *Shock Result*,2021-05-18,1299377,43172,1542,May
791,"AMG CLA 35 vs Audi S3 - 0-60mph, driving, interior and exterior review.",2020-01-21,1298385,29078,2780,Jan
110,Audi R8 v Chevy Corvette v Porsche 911: DRAG RACE,2022-05-28,1297680,51542,4645,May
1452,Audi A4 Avant vs Volkswagen Passat Estate vs Skoda Superb Estate | Head2Head,2017-06-01,1295893,8731,985,Jun
1568,Peugeot 5008 SUV 2017 review | Mat Watson Reviews,2017-02-17,1294584,6217,583,Feb
824,This new Audi has the most hi-tech headlights of any road car - they could even project movies!,2019-11-21,1292724,21333,1462,Nov
1314,The most (and least) reliable cars revealed | Top 10s,2017-11-02,1290995,14100,2968,Nov
1251,Nissan Qashqai (Rogue Sport) 2020 SUV in-depth review - see what's new!,2018-01-12,1290174,7848,637,Jan
1,Ferrari SF90 v 1000hp Nissan GT-R: DRAG RACE,2022-09-10,1289863,68121,8081,Sep
422,Mercedes-AMG GLE 63 2021 review - better than a BMW X5M?,2021-06-15,1289578,32216,1913,Jun
1305,Toyota Prius 2018 hybrid in-depth review | carwow Reviews,2017-11-14,1287309,13127,1450,Nov
823,Mercedes-Maybach GLS  2020 - see why it's the German Rolls-Royce Cullinan!,2019-11-21,1286394,19399,1864,Nov
75,"THE STIG and I test drive the 1,050hp Lucid Air!",2022-07-01,1286337,44409,2585,Jul
1091,"All-new BMW X7 SUV 2019 - see why it's worth £100,000!",2018-10-17,1284350,14114,2038,Oct
68,Audi RS3 v Mercedes-AMG A45 S: Which is best?,2022-07-08,1282358,39771,3489,Jul
354,Alfa Romeo Giulia GTAm review - the ultimate performance saloon?,2021-08-29,1279829,39439,2882,Aug
1793,Honda HR-V SUV 2018 review | Mat Watson Reviews,2016-07-28,1278692,6453,472,Jul
1870,BMW 5 Series Saloon 2010-2016 (F10) review | Mat Watson Reviews,2016-06-02,1276794,8617,666,Jun
1469,Diesel vs Petrol – what you need to know | Top 10s,2017-05-13,1276442,18420,2195,May
727,The new Mercedes S-Class... From France!,2020-05-19,1276239,22377,3095,May
642,Audi S3 review: 0-60mph + 1/4-mile tested... and almost crashed on Autobahn!?!,2020-09-15,1272613,30467,2519,Sep
1432,New Ford Fiesta 2018 Review  - the best small car? | Mat Watson Reviews,2017-06-28,1269968,8335,999,Jun
1082,Mitsubishi Outlander PHEV SUV in-depth review | carwow Reviews,2018-10-30,1269153,10078,929,Oct
206,THIS new daily replaces my BMW M3. Good choice?,2022-02-11,1267901,36063,3118,Feb
593,BMW M2 CS vs Bentley Flying Spur - DRAG RACE *Surprise result*,2020-11-18,1266395,53110,2863,Nov
568,VW Golf v Toyota Corolla v Honda Civic - DRAG RACE *Mat v Mum v Girlfriend*,2020-12-17,1264654,49023,4144,Dec
497,Volkswagen ID.4 EV review: is it the new VW Beetle?,2021-03-15,1264345,21125,2262,Mar
1247,Volvo XC60 - the truth about what it's like to live with | Mat Vlogs,2018-01-18,1263485,14242,797,Jan
1388,New Audi RS 3 2018 review - better than a Mercedes-AMG A45? | Mat Watson Reviews,2017-08-12,1263254,13904,1252,Aug
308,Toyota Gazoo Racing DRAG RACE *Petrol v Hybrid v Classic*,2021-10-23,1263014,57463,1864,Oct
920,"Ford Focus ST 2020 Review - tested on road, ‘circuit’ and launched!",2019-07-03,1260428,18997,1714,Jul
1706,SEAT Ateca 2020 SUV in-depth review | carwow Reviews,2016-09-27,1260117,4988,556,Sep
528,Mercedes G350 v Land Rover Defender v Jeep Wrangler - TUG OF WAR,2021-02-05,1258141,40933,3002,Feb
1789,BMW X5 2018 SUV review | Mat Watson Reviews,2016-07-30,1257797,6648,403,Jul
161,New Lotus SUV in-depth walkaround!,2022-03-29,1255246,34851,3502,Mar
1783,Renault Megane 2018 hatchback in-depth review | Mat Watson Reviews,2016-08-04,1252269,6908,563,Aug
660,Subaru Impreza WRX STi Prodrive 2004 - see why it's the best Scooby ever!,2020-08-23,1251202,42054,3012,Aug
167,"Porsche GT4 RS: 0-60, 1/4 mile, Sound, Brake & Handling Test",2022-03-23,1248404,43410,2370,Mar
1582,Honda Civic 2017 hatchback review | Mat Watson Reviews,2017-02-01,1245931,7376,950,Feb
841,Audi's Land Rover Defender for 2030 – is this REALLY the future of SUVs?,2019-10-28,1245444,27139,1575,Oct
82,Lamborghini SVJ v McLaren 720 v 911 Turbo S: DRAG RACE,2022-06-25,1241767,52316,5094,Jun
1173,BMW 6 Series GT 2019 in-depth review | carwow Reviews,2018-05-31,1239964,14335,1108,May
1063,VW Tiguan-Allspace vs Skoda Kodiaq vs Kia Sorento - Which is the best 7-seater SUV?,2018-12-04,1238524,9569,984,Dec
202,New Audi S8 Autobahn review,2022-02-15,1234593,35248,2002,Feb
1463,Volvo XC60 SUV 2018 review | Mat Watson Reviews,2017-05-20,1232824,9052,638,May
405,Audi RS6 v Tesla Model X: DRAG RACE,2021-07-03,1231300,43789,3354,Jul
483,Audi RS6 - DRAG RACE *Tuned v Standard*,2021-03-30,1230939,49327,3176,Mar
1909,Audi A4 Saloon 2018 review | Mat Watson Reviews,2016-04-30,1228310,8087,543,Apr
1239,Volvo XC60 SUV 2020 in-depth review | carwow Reviews,2018-02-01,1227082,9366,602,Feb
1209,Nissan Leaf 2020 EV in-depth review | carwow Reviews,2018-03-21,1223617,11997,1239,Mar
583,The most horrific crash tests - why you don't want an accident in an OLD car!,2020-11-30,1223042,42046,2900,Nov
862,Volkswagen T-Cross SUV 2020 in-depth review | carwow Reviews,2019-09-27,1221143,11817,1121,Sep
881,304mph in a Bugatti Chiron - see how it destroys the Koenigsegg Agera RS!,2019-09-02,1216872,33835,5487,Sep
895,"Audi R8 V8 2008 vs new TTS - DRAG RACE, ROLLING RACE & BRAKE TEST",2019-08-15,1216511,25734,2018,Aug
1131,"Aston Martin Vantage GT8 vs DB11 - DRAG RACE, ROLLING RACE & BRAKE TEST | Mat vs Shmee pt 3/4",2018-08-11,1216423,23816,1011,Aug
298,Rolls-Royce Dawn review - 0-60mph & brake tested!,2021-11-04,1216129,38618,1925,Nov
746,This new XC40 is the BEST Volvo! *Review*,2020-04-15,1213484,16366,1237,Apr
94,The WORST new car trends of 2022!,2022-06-13,1213182,55018,4132,Jun
1720,Mercedes A-Class 2015 – 2017 hatchback in-depth review | Mat Watson Reviews,2016-09-16,1210006,5846,584,Sep
283,VW Golf R v Cupra Leon: DRAG RACE,2021-11-23,1209035,36444,1928,Nov
434,The BEST sounding cars of each engine type: 4 cyl to 12 cyl,2021-05-31,1208385,50061,6441,May
730,Audi RSQ3 Sportback review - a 400hp baby Lamborghini Urus!?!,2020-05-13,1207425,20052,1150,May
553,New Audi S3 vs old S3: DRAG RACE *Is it any quicker?*,2021-01-06,1206785,38142,2750,Jan
356,The BMW M5 CS is pure M Car GOLD!,2021-08-27,1206715,44701,2454,Aug
311,VW Arteon R v Kia Stinger V6: DRAG RACE,2021-10-20,1206490,38289,2480,Oct
942,Volkswagen Golf R vs Cupra Ateca - DRAG & ROLLING RACE,2019-06-01,1205003,26350,1214,Jun
1014,Porsche Cayenne Turbo vs Audi RS4 DRAG RACE - see which is quickest,2019-02-23,1201569,21615,1350,Feb
414,Audi RS e-tron GT v Porsche Taycan Turbo - which is best?,2021-06-24,1200501,30239,2507,Jun
1885,Mercedes GLC vs Range Rover Evoque vs BMW X3 SUV 2017 review | Head2Head,2016-05-20,1199746,5957,442,May
1041,"BMW E92 M3 GTS vs Audi RS4 B7 - DRAG RACE, ROLLING RACE & REVIEW",2019-01-12,1196759,20118,1952,Jan
963,BMW M850i vs 'my' other cars in a 0-60mph and DOG race!,2019-04-30,1195302,25606,1276,Apr
1729,Peugeot 308 2018 hatchback in-depth review | Mat Watson Reviews,2016-09-09,1193479,5275,560,Sep
13,The least reliable cars REVEALED!,2022-08-29,1190333,38033,5438,Aug
457,New Tesla Model 3 v Old Model 3 - DRAG RACE,2021-05-04,1185554,38845,2471,May
339,208mph Bentley GT Speed review: see how quick it really is.,2021-09-15,1185364,37679,1958,Sep
681,BMW X5M review - will it pass 7 USA challenges?,2020-07-28,1185145,41923,2434,Jul
606,Renault Clio 2021 review: is it better than a Peugeot 208?,2020-11-03,1178660,22615,1708,Nov
537,Peugeot 3008 review - now with AWD and 300hp!,2021-01-26,1178219,20310,1842,Jan
958,Kia e-Niro SUV 2020 in-depth review | carwow Reviews,2019-05-07,1178069,10518,978,May
1177,Volvo XC40 vs XC60 review - which is the better buy? | Head-to-Head,2018-05-22,1178041,10550,625,May
375,Porsche Cayman GT4 2022 review - my new favourite car?,2021-08-06,1177289,36155,2119,Aug
729,Top 10 best BMW M cars. EVER!,2020-05-15,1176750,30231,2401,May
86,Ford Mustang V8 v Hayabusa-powered Mini: DRAG RACE,2022-06-21,1173015,48759,2028,Jun
34,BMW M5 Competition v Audi R8: DRAG RACE,2022-08-11,1170786,48058,4418,Aug
1186,VW Golf R vs Audi S3 2018 - find out which is the best | Head-to-Head,2018-05-05,1169224,12592,1222,May
1215,Best new cars coming in 2018-2019: my Geneva Show A-Z guide | Mat Vlogs,2018-03-10,1167325,17715,1254,Mar
867,Audi S6 2020 review - see why I DON'T like it!,2019-09-19,1165737,18608,2736,Sep
178,New DS 9 2022 Review,2022-03-11,1164325,25315,2532,Mar
1572,Volkswagen Passat Estate 2018 in-depth review | Mat Watson Reviews,2017-02-10,1163775,7898,675,Feb
450,New Audi S3 v Old Audi RS3 - DRAG RACE,2021-05-12,1161090,40006,2786,May
796,Dodge Ram 1500 Pickup review - the Rolls-Royce of Trucks!,2020-01-07,1159678,22665,1667,Jan
833,"Suzuki Jimny vs Jeep Wrangler vs Bowler (Off-Road) - DRAG RACE, ROLLING RACE & BRAKE TEST",2019-11-09,1157595,27398,1000,Nov
246,"New Mercedes EQXX - it has a 1,000km range! 🤯",2022-01-03,1155518,29570,3835,Jan
524,Toyota GR Supra 2.0-litre review: better than the 3.0-litre?,2021-02-10,1155460,35296,3062,Feb
196,"VW ID. Buzz review: 0-60mph, range & CRASH-tested 😱",2022-02-21,1154797,32300,1958,Feb
997,Top 10 Best Hybrids of 2019 | carwow,2019-03-17,1154320,9665,832,Mar
1440,2018 Honda Civic Type R - ultimate in-depth review | carwow Reviews,2017-06-18,1153144,13730,1229,Jun
231,BMW i4 v Tesla Model 3 REVIEW with 0-60mph test!,2022-01-17,1152956,25461,3125,Jan
1891,Range Rover Evoque SUV 2018 review | Mat Watson Reviews,2016-05-18,1152706,5354,341,May
252,Bugatti Chiron Pur Sport review - 0-60mph & brake tested!💥,2021-12-28,1148890,46051,2410,Dec
1349,Alfa Romeo Stelvio SUV 2018 review | carwow Reviews,2017-09-20,1147014,9323,1068,Sep
491,BMW 128ti 2021 review - the best FWD hot hatch you can buy?,2021-03-22,1146537,26493,2735,Mar
125,New Range Rover Sport FULL DETAILS!,2022-05-11,1146132,28304,2151,May
1499,Skoda Octavia 2018 in-depth review | Mat Watson Reviews,2017-04-14,1142284,7923,624,Apr
1447,SEAT Leon 2018 in-depth review | Mat Watson Reviews,2017-06-09,1140257,7885,876,Jun
407,Toyota Supra MK4 v GR Yaris v Celica GT-Four: DRAG RACE,2021-07-01,1136795,44886,2944,Jul
229,Ford Mustang Mach 1 v Porsche Cayman GT4 v 718: DRAG RACE,2022-01-19,1135654,42104,3564,Jan
325,New Ford Bronco review: better than a Land Rover?,2021-10-01,1135206,31660,2285,Oct
639,£3M Bugatti Chiron Pur Sport track-test review *EXCLUSIVE*,2020-09-18,1134676,46361,2258,Sep
1078,BMW X4 SUV 2019 in-depth review | carwow Reviews,2018-11-06,1134653,12738,1266,Nov
392,New Audi RS3 - it's quicker than the AMG A45 S!,2021-07-19,1131503,31084,2433,Jul
271,BMW M3 v Porsche 911: DRAG RACE,2021-12-08,1131240,42358,1961,Dec
439,VW Golf GTD v BMW 120d v Skoda Octavia vRS: DRAG RACE,2021-05-25,1131020,36604,2678,May
349,Mercedes EQS vs S-Class review and range test: Petrol vs Electric!,2021-09-03,1129985,31475,2234,Sep
115,New Brabus 911 Turbo S!,2022-05-23,1127674,31325,2204,May
455,Audi SQ7 review - a supercar with 7 seats?,2021-05-06,1127414,26369,1645,May
819,"Mercedes-AMG E63 S vs G63 vs 520hp Ford Focus RS – DRAG RACE, ROLLING RACE & BRAKE TEST!",2019-11-27,1125579,24044,1941,Nov
76,Ferrari F355 v Kia EV6: DRAG RACE,2022-06-30,1122859,47072,3717,Jun
735,The Skoda Scala is the BEST value car in the world! Review,2020-05-05,1121401,15865,1694,May
832,All-New Skoda Octavia 2020 - is this the best value car in the world. EVER?,2019-11-12,1120146,13224,1150,Nov
328,BMW M3 v Golf R: DRAG RACE,2021-09-28,1117435,39136,3382,Sep
180,Audi RS3 v BMW M3: DRAG RACE,2022-03-09,1116691,41720,2555,Mar
1416,Toyota C-HR vs Peugeot 3008 vs SEAT Ateca - which is the best SUV? | Head2Head,2017-07-15,1115559,6190,928,Jul
880,Kia Proceed 2020 in-depth review | carwow Reviews,2019-09-03,1114459,11851,1129,Sep
452,Volkswagen Tiguan R review - more fun than an SUV should be?,2021-05-10,1112443,24424,1940,May
286,New Lexus NX 2022 review with 0-60mph test!,2021-11-18,1110012,23983,2049,Nov
742,New BMW X6 M50d review: see just how quick a diesel SUV can be!,2020-04-22,1109815,22755,1387,Apr
449,MINI Cooper S 2021 review - better than a VW Polo GTI?,2021-05-13,1107017,24880,1999,May
664,AMG G63 vs A45 S: DRAG RACE... of my two daily drivers!,2020-08-19,1105754,47134,3005,Aug
341,New Ferrari SUV 😱 - this or a Lamborghini Urus?,2021-09-13,1105468,30293,2027,Sep
755,The Ford Puma has an onboard foot SPA! REVIEW,2020-03-27,1103698,15771,1729,Mar
136,Nissan GT-R NISMO v Tesla Model X: DRAG RACE,2022-04-27,1100906,42956,3163,Apr
1819,Lexus RX SUV 2018 review | Mat Watson Reviews,2016-07-08,1100207,6768,549,Jul
847,New BMW 2 Series Gran Coupe 2020 - see if it's better than the Mercedes CLA!,2019-10-20,1099563,11636,2503,Oct
1663,Jaguar XF 2018 saloon in-depth review | Mat Watson Reviews,2016-11-04,1098557,7588,570,Nov
179,Will a Tesla KILL a cat?,2022-03-10,1094969,41290,2439,Mar
1780,Ford Focus 2011 - 2018 hatchback in-depth review | Mat Watson Reviews,2016-08-05,1094554,5176,567,Aug
1129,Kia Sorento SUV 2019 in-depth review | carwow,2018-08-14,1093143,10030,790,Aug
1926,Nissan Qashqai SUV 2013-2017 review | Mat Watson Reviews,2016-04-15,1091846,4558,334,Apr
983,Peugeot 508 v Mazda 6 v Insignia Grand Sport - which is the best large family car?,2019-04-02,1091073,11824,2174,Apr
469,Dacia Sandero 2021 in-depth review,2021-04-16,1090235,31111,4003,Apr
1144,"BMW M760Li 2019 review - see why it's worth £138,000 | carwow",2018-07-20,1090131,17269,981,Jul
1662,Volkswagen Tiguan vs Honda CR-V vs Toyota RAV4 review | Head2Head,2016-11-05,1088478,5677,802,Nov
149,My Mercedes EQE review... triggers German police!,2022-04-13,1088403,33329,2141,Apr
696,Bentley Continental GT Convertible review - see how quick it can go TOPLESS!,2020-07-08,1088278,24330,1491,Jul
913,Top 10 SAFEST cars of 2019 - including the Tesla Model 3!,2019-07-15,1087103,19910,1165,Jul
482,"Porsche Cayman GTS 2021 review - 0-60mph, 1/4-mile & drifted in snow!",2021-03-31,1084936,32257,1859,Mar
291,All MY cars reviewed in 1 min!,2021-11-12,1084757,34318,1880,Nov
278,BMW XM - All-new Lamborghini Urus killer!,2021-11-30,1080590,30947,4930,Nov
599,New BMW iX EV - see why it's an UGLY Tesla Model X beater!,2020-11-11,1080577,26334,4782,Nov
208,New V8 vs LS Swap vs Tesla Motor: Land Rover DRAG RACE,2022-02-09,1080276,42527,2225,Feb
1224,New Audi A7 2018 review – see why it's the coolest and most high-tech coupe ever,2018-02-24,1080172,13176,1193,Feb
385,Audi RS6 v BMW M550i: DRAG RACE,2021-07-26,1077182,38147,2872,Jul
247,Launching a 1600hp Chiron Super Sport! 🔥,2022-01-02,1075507,65908,909,Jan
714,New Audi RS4 2020 in-depth review - see how quick it really is!,2020-06-10,1074077,19848,1637,Jun
889,"New Porsche 911 vs Boxster GTS - DRAG RACE, ROLLING RACE & BRAKE TEST",2019-08-22,1072970,22682,1527,Aug
574,New VW Golf R 2021 - it makes the GTI pointless!,2020-12-10,1071962,26836,2211,Dec
1559,Alfa Romeo Giulia 2018 saloon in-depth review | Mat Watson Reviews,2017-02-25,1071598,10073,797,Feb
1858,BMW 2 Series Coupe 2018 review | Mat Watson Reviews,2016-06-16,1070855,7363,482,Jun
793,Hyundai i10 2020 in-depth review,2020-01-16,1067796,24696,1999,Jan
1134,£1M DRAG RACE series for our one million subscribers | carwow,2018-08-07,1066660,25772,1806,Aug
107,BMW M5 CS v Porsche 997 Turbo S: DRAG RACE,2022-05-31,1058869,43167,2475,May
56,"New Porsche 911 'R' - Turbo S engine, RWD & manual! 🤯",2022-07-20,1057667,32735,3193,Jul
944,New 1000hp Ferrari SF90 Stradale hybrid - a LaFerrari-beater for much less cash!,2019-05-30,1056795,20533,2226,May
89,Rolls-Royce v Bentley: DRAG RACE,2022-06-18,1056075,42104,2840,Jun
1695,VW Golf GTI Clubsport vs Seat Leon Cupra 290 vs Honda Civic Type R DRAG RACE | Head2Head,2016-10-08,1055189,6753,582,Oct
1023,Best Luxury SUVs | carwow Top 10,2019-02-10,1054832,17806,2280,Feb
113,Porsche Macan GTS v BMW X3 M40d v Tesla Model Y: DRAG RACE,2022-05-26,1052728,39827,2714,May
1895,BMW X3 SUV 2014-2017 in-depth review | Mat Watson Reviews,2016-05-14,1052404,4187,270,May
245,Audi RS5 v BMW M440i Gran Coupe: DRAG RACE,2022-01-04,1051563,38601,2479,Jan
1423,Ferrari 488 GTB review | Mat Watson Reviews,2017-07-07,1048068,13417,643,Jul
1024,"Audi RS4 vs Tesla Model X P100D - DRAG RACE, ROLLING RACE & BRAKE TEST",2019-02-09,1047151,17078,1987,Feb
128,Lamborghini Urus v Tesla Model 3: DRAG RACE,2022-05-07,1046798,44688,2370,May
1934,Kia Sportage SUV 2018 review | Mat Watson Reviews,2016-04-05,1046148,5504,509,Apr
352,Porsche Cayenne Turbo GT review - bonkers 0-60mph!,2021-08-31,1046048,42428,2595,Aug
20,Porsche Cayenne Turbo GT v Aston Martin DBX 707: ULTIMATE REVIEW!,2022-08-23,1045387,32450,3341,Aug
409,BMW M5 V10 Touring v BMW M440i: DRAG RACE,2021-06-29,1043194,37663,2926,Jun
505,Mercedes EQA 2021 review - see what I really think about it!,2021-03-05,1042769,18134,1408,Mar
447,Scania Trucks & Crazy Cargo: DRAG RACE *115 Tonnes!*,2021-05-15,1041786,50248,1984,May
671,"Mercedes-AMG GT R PRO review: see why it's worth £190,000!",2020-08-09,1040055,27843,1928,Aug
1194,Ford Fiesta 2020 detailed in-depth review | carwow Reviews,2018-04-20,1040033,9195,943,Apr
650,New Rolls-Royce Ghost - see why it's so silent it could make you sick!,2020-09-01,1038459,34690,2207,Sep
1033,BMW M340i 2019 vs M2 Competition - DRAG RACE & ROLLING RACE...you'll be amazed how close it is.,2019-01-26,1037310,15427,862,Jan
428,Tesla-powered Ferrari 308 GTS v Ferrari Testarossa: DRAG RACE,2021-06-08,1033584,40709,4069,Jun
1770,Vauxhall (Opel) Astra Hatchback 2018 in-depth review | Mat Watson Reviews,2016-08-11,1033524,6078,729,Aug
129,Audi R8 RWD review - why it's the best but also worst!,2022-05-06,1032996,31501,1642,May
22,Bentley's new 740hp coupe!,2022-08-21,1031509,34781,4691,Aug
187,BMW iX 50 v BMW X7 M50i: DRAG RACE,2022-03-02,1029434,35139,1454,Mar
195,BMW i4 M50 v BMW M3: DRAG RACE,2022-02-22,1028436,35415,1661,Feb
351,New AMG GT gets F1 tech and way too much power!,2021-09-01,1024804,31706,2325,Sep
478,BMW M440i v Toyota Supra - DRAG RACE,2021-04-06,1023889,40618,3699,Apr
1184,Jaguar E-Pace SUV 2020 in-depth review | carwow Reviews,2018-05-10,1022381,7642,639,May
